Meet|City|Country|Course|Event ID|Distance|Stroke|Round|Gender|Firstname|Lastname|Birthyear|Height cm|Weight Kg|BMI|Speed / Kg|Speed m/s|Time
AT&T Winter National Championships|Knoxville,TN|USA|SCY|127|182.88|BACK|FIN|F|Missy|FRANKLIN|1995|188.0|77.0|21.785876|0.021293|1.639591|111.53999999999999
AT&T Winter National Championships|Knoxville,TN|USA|SCY|127|182.88|BACK|FIN|F|Stephanie|AU|1992|172.0|56.0|18.929151|0.028536|1.598043|114.44
AT&T Winter National Championships|Knoxville,TN|USA|SCY|128|182.88|BACK|FIN|M|Ryan|MURPHY|1995|191.0|90.0|24.670376|0.020115|1.810335|101.02000000000001
AT&T Winter National Championships|Knoxville,TN|USA|SCY|128|182.88|BACK|FIN|M|Grigory|TARASEVICH|1995|191.0|75.0|20.558647|0.023743|1.780721|102.7
AT&T Winter National Championships|Knoxville,TN|USA|SCY|128|182.88|BACK|FIN|M|Jacob|PEBLEY|1993|194.0|86.0|22.850462|0.021113|1.815727|100.72
AT&T Winter National Championships|Knoxville,TN|USA|SCY|129|91.44|FREE|FIN|F|Katie|LEDECKY|1997|183.0|72.0|21.499597|0.025824|1.859292|49.18
AT&T Winter National Championships|Knoxville,TN|USA|SCY|129|91.44|FREE|FIN|F|Missy|FRANKLIN|1995|188.0|77.0|21.785876|0.025043|1.9283|47.42
AT&T Winter National Championships|Knoxville,TN|USA|SCY|129|91.44|FREE|FIN|F|Farida|OSMAN|1995|173.0|64.0|21.383942|0.029158|1.866122|49.0
AT&T Winter National Championships|Knoxville,TN|USA|SCY|129|91.44|FREE|FIN|F|Camille|CHENG|1993|178.0|65.0|20.515086|0.028454|1.849515|49.44
AT&T Winter National Championships|Knoxville,TN|USA|SCY|129|91.44|FREE|FIN|F|Patricia|CASTRO ORTEGA|1992|178.0|66.0|20.830703|0.027876|1.839839|49.7
AT&T Winter National Championships|Knoxville,TN|USA|SCY|129|91.44|FREE|FIN|F|Arianna|VANDERPOOL-WALLACE|1990|168.0|61.0|21.612812|0.031093|1.896702|48.21
AT&T Winter National Championships|Knoxville,TN|USA|SCY|129|91.44|FREE|FIN|F|Amanda|WEIR|1986|188.0|77.0|21.785876|0.025069|1.930336|47.37
AT&T Winter National Championships|Knoxville,TN|USA|SCY|129|91.44|FREE|FIN|F|Natalie|COUGHLIN|1982|172.0|65.0|21.971336|0.029811|1.937699|47.19
AT&T Winter National Championships|Knoxville,TN|USA|SCY|13|365.76|MEDLEY|PRE|F|Gia|DALESANDRO|1995|167.0|56.0|20.079601|0.025322|1.418059|257.93
AT&T Winter National Championships|Knoxville,TN|USA|SCY|130|91.44|FREE|FIN|M|Anze|TAVCAR|1994|187.0|79.0|22.591438|0.026104|2.062246|44.34
AT&T Winter National Championships|Knoxville,TN|USA|SCY|130|91.44|FREE|FIN|M|Richard|BOHUS|1993|185.0|80.0|23.374726|0.02586|2.068778|44.2
AT&T Winter National Championships|Knoxville,TN|USA|SCY|130|91.44|FREE|FIN|M|Tim|PHILLIPS|1990|180.0|73.0|22.530864|0.028501|2.080546|43.95
AT&T Winter National Championships|Knoxville,TN|USA|SCY|130|91.44|FREE|FIN|M|Joao|DE LUCCA|1990|193.0|96.0|25.772504|0.02255|2.164773|42.24
AT&T Winter National Championships|Knoxville,TN|USA|SCY|130|91.44|FREE|FIN|M|Karl|KRUG|1989|197.0|95.0|24.478858|0.022499|2.137447|42.78
AT&T Winter National Championships|Knoxville,TN|USA|SCY|130|91.44|FREE|FIN|M|Nathan|ADRIAN|1988|198.0|102.0|26.017753|0.021659|2.209229|41.39
AT&T Winter National Championships|Knoxville,TN|USA|SCY|130|91.44|FREE|FIN|M|Josh|SCHNEIDER|1988|193.0|99.0|26.577895|0.021825|2.160681|42.32
AT&T Winter National Championships|Knoxville,TN|USA|SCY|130|91.44|FREE|FIN|M|Matt|GREVERS|1985|203.0|113.0|27.421194|0.019271|2.177661|41.99
AT&T Winter National Championships|Knoxville,TN|USA|SCY|130|91.44|FREE|FIN|M|Cullen|JONES|1984|195.0|90.0|23.668639|0.023297|2.096767|43.61
AT&T Winter National Championships|Knoxville,TN|USA|SCY|130|91.44|FREE|FIN|M|Darian|TOWNSEND|1984|193.0|88.0|23.624795|0.024664|2.170425|42.13
AT&T Winter National Championships|Knoxville,TN|USA|SCY|131|182.88|BREAST|FIN|F|Molly|HANNIS|1992|171.0|70.0|23.93899|0.020027|1.401916|130.45
AT&T Winter National Championships|Knoxville,TN|USA|SCY|131|182.88|BREAST|FIN|F|Katie|MEILI|1991|170.0|59.0|20.415225|0.02368|1.397097|130.9
AT&T Winter National Championships|Knoxville,TN|USA|SCY|131|182.88|BREAST|FIN|F|Micah|LAWRENCE|1990|183.0|66.0|19.707964|0.021492|1.418444|128.93
AT&T Winter National Championships|Knoxville,TN|USA|SCY|131|182.88|BREAST|FIN|F|Alia|ATKINSON|1988|173.0|71.0|23.722811|0.020407|1.448899|126.22
AT&T Winter National Championships|Knoxville,TN|USA|SCY|132|182.88|BREAST|FIN|M|Josh|PRENOT|1993|181.0|75.0|22.893074|0.021172|1.587914|115.17
AT&T Winter National Championships|Knoxville,TN|USA|SCY|132|182.88|BREAST|FIN|M|Cody|MILLER|1992|181.0|79.0|24.114038|0.020112|1.588879|115.1
AT&T Winter National Championships|Knoxville,TN|USA|SCY|132|182.88|BREAST|FIN|M|Richard|FUNK|1992|178.0|70.0|22.09317|0.022716|1.590123|115.00999999999999
AT&T Winter National Championships|Knoxville,TN|USA|SCY|133|182.88|FLY|FIN|F|Gia|DALESANDRO|1995|167.0|56.0|20.079601|0.027965|1.566022|116.78
AT&T Winter National Championships|Knoxville,TN|USA|SCY|133|182.88|FLY|FIN|F|Kelsi|WORRELL|1994|180.0|74.0|22.839506|0.021656|1.602524|114.12
AT&T Winter National Championships|Knoxville,TN|USA|SCY|133|182.88|FLY|FIN|F|Caitlin|LEVERENZ|1991|172.0|72.0|24.33748|0.022054|1.587914|115.17
AT&T Winter National Championships|Knoxville,TN|USA|SCY|134|182.88|FLY|FIN|M|Dylan|BOSCH|1993|178.0|75.0|23.671254|0.02414|1.810514|101.00999999999999
AT&T Winter National Championships|Knoxville,TN|USA|SCY|14|365.76|MEDLEY|PRE|M|Jordan|WILIMOVSKY|1994|178.0|68.0|21.461937|0.022273|1.514534|241.5
AT&T Winter National Championships|Knoxville,TN|USA|SCY|14|365.76|MEDLEY|PRE|M|Josh|PRENOT|1993|181.0|75.0|22.893074|0.021629|1.622139|225.48
AT&T Winter National Championships|Knoxville,TN|USA|SCY|14|365.76|MEDLEY|PRE|M|Dylan|BOSCH|1993|178.0|75.0|23.671254|0.021284|1.596299|229.13
AT&T Winter National Championships|Knoxville,TN|USA|SCY|14|365.76|MEDLEY|PRE|M|Connor|JAEGER|1991|186.0|77.0|22.256908|0.021065|1.621996|225.5
AT&T Winter National Championships|Knoxville,TN|USA|SCY|15|91.44|FLY|PRE|F|Kathleen|BAKER|1997|173.0|68.0|22.720438|0.024976|1.698366|53.84
AT&T Winter National Championships|Knoxville,TN|USA|SCY|15|91.44|FLY|PRE|F|Farida|OSMAN|1995|173.0|64.0|21.383942|0.026395|1.689267|54.13
AT&T Winter National Championships|Knoxville,TN|USA|SCY|15|91.44|FLY|PRE|F|Gia|DALESANDRO|1995|167.0|56.0|20.079601|0.030716|1.72009|53.16
AT&T Winter National Championships|Knoxville,TN|USA|SCY|15|91.44|FLY|PRE|F|Kelsi|WORRELL|1994|180.0|74.0|22.839506|0.023564|1.743707|52.44
AT&T Winter National Championships|Knoxville,TN|USA|SCY|15|91.44|FLY|PRE|F|Amanda|WEIR|1986|188.0|77.0|21.785876|0.022073|1.699628|53.8
AT&T Winter National Championships|Knoxville,TN|USA|SCY|16|91.44|FLY|PRE|M|Michael|ANDREW|1999|196.0|86.0|22.386506|0.021329|1.834303|49.85
AT&T Winter National Championships|Knoxville,TN|USA|SCY|16|91.44|FLY|PRE|M|Justin|PLASCHKA|1996|185.0|68.0|19.868517|0.027612|1.877618|48.7
AT&T Winter National Championships|Knoxville,TN|USA|SCY|16|91.44|FLY|PRE|M|Ryan|MURPHY|1995|191.0|90.0|24.670376|0.02138|1.924242|47.52
AT&T Winter National Championships|Knoxville,TN|USA|SCY|16|91.44|FLY|PRE|M|Dylan|BOSCH|1993|178.0|75.0|23.671254|0.025858|1.939343|47.15
AT&T Winter National Championships|Knoxville,TN|USA|SCY|16|91.44|FLY|PRE|M|Cody|MILLER|1992|181.0|79.0|24.114038|0.023473|1.854391|49.31
AT&T Winter National Championships|Knoxville,TN|USA|SCY|16|91.44|FLY|PRE|M|Tim|PHILLIPS|1990|180.0|73.0|22.530864|0.027225|1.987394|46.01
AT&T Winter National Championships|Knoxville,TN|USA|SCY|16|91.44|FLY|PRE|M|Matt|GREVERS|1985|203.0|113.0|27.421194|0.017649|1.994329|45.85
AT&T Winter National Championships|Knoxville,TN|USA|SCY|17|182.88|FREE|PRE|F|Katie|LEDECKY|1997|183.0|72.0|21.499597|0.024484|1.762869|103.74000000000001
AT&T Winter National Championships|Knoxville,TN|USA|SCY|17|182.88|FREE|PRE|F|Missy|FRANKLIN|1995|188.0|77.0|21.785876|0.022802|1.75576|104.16
AT&T Winter National Championships|Knoxville,TN|USA|SCY|17|182.88|FREE|PRE|F|Camille|CHENG|1993|178.0|65.0|20.515086|0.026426|1.717667|106.47
AT&T Winter National Championships|Knoxville,TN|USA|SCY|17|182.88|FREE|PRE|F|Andrea|KNEPPERS|1993|175.0|67.0|21.877551|0.025222|1.689891|108.22
AT&T Winter National Championships|Knoxville,TN|USA|SCY|17|182.88|FREE|PRE|F|Stephanie|AU|1992|172.0|56.0|18.929151|0.030275|1.695374|107.87
AT&T Winter National Championships|Knoxville,TN|USA|SCY|17|182.88|FREE|PRE|F|Patricia|CASTRO ORTEGA|1992|178.0|66.0|20.830703|0.025822|1.704221|107.31
AT&T Winter National Championships|Knoxville,TN|USA|SCY|17|182.88|FREE|PRE|F|Caitlin|LEVERENZ|1991|172.0|72.0|24.33748|0.023408|1.685375|108.50999999999999
AT&T Winter National Championships|Knoxville,TN|USA|SCY|18|182.88|FREE|PRE|M|Anze|TAVCAR|1994|187.0|79.0|22.591438|0.023509|1.857215|98.47
AT&T Winter National Championships|Knoxville,TN|USA|SCY|18|182.88|FREE|PRE|M|Stephen|MILNE|1994|186.0|76.0|21.967858|0.024779|1.883225|97.11
AT&T Winter National Championships|Knoxville,TN|USA|SCY|18|182.88|FREE|PRE|M|Jeremy|BAGSHAW|1992|182.0|78.0|23.547881|0.023801|1.856461|98.50999999999999
AT&T Winter National Championships|Knoxville,TN|USA|SCY|18|182.88|FREE|PRE|M|Sean|RYAN|1992|191.0|77.0|21.106878|0.023614|1.818254|100.58
AT&T Winter National Championships|Knoxville,TN|USA|SCY|18|182.88|FREE|PRE|M|Ryan|FEELEY|1991|192.0|91.0|24.68533|0.020434|1.859481|98.35
AT&T Winter National Championships|Knoxville,TN|USA|SCY|18|182.88|FREE|PRE|M|Connor|JAEGER|1991|186.0|77.0|22.256908|0.024917|1.91859|95.32
AT&T Winter National Championships|Knoxville,TN|USA|SCY|18|182.88|FREE|PRE|M|Joao|DE LUCCA|1990|193.0|96.0|25.772504|0.020206|1.939754|94.28
AT&T Winter National Championships|Knoxville,TN|USA|SCY|18|182.88|FREE|PRE|M|Michael|KLUEH|1987|190.0|81.0|22.437673|0.023644|1.915174|95.49000000000001
AT&T Winter National Championships|Knoxville,TN|USA|SCY|18|182.88|FREE|PRE|M|Darian|TOWNSEND|1984|193.0|88.0|23.624795|0.022253|1.95824|93.39
AT&T Winter National Championships|Knoxville,TN|USA|SCY|19|91.44|BREAST|PRE|F|Molly|HANNIS|1992|171.0|70.0|23.93899|0.021674|1.517173|60.27
AT&T Winter National Championships|Knoxville,TN|USA|SCY|19|91.44|BREAST|PRE|F|Caitlin|LEVERENZ|1991|172.0|72.0|24.33748|0.020471|1.473888|62.04
AT&T Winter National Championships|Knoxville,TN|USA|SCY|19|91.44|BREAST|PRE|F|Katie|MEILI|1991|170.0|59.0|20.415225|0.025986|1.533199|59.64
AT&T Winter National Championships|Knoxville,TN|USA|SCY|19|91.44|BREAST|PRE|F|Micah|LAWRENCE|1990|183.0|66.0|19.707964|0.022896|1.511155|60.51
AT&T Winter National Championships|Knoxville,TN|USA|SCY|19|91.44|BREAST|PRE|F|Alia|ATKINSON|1988|173.0|71.0|23.722811|0.022113|1.570055|58.24
AT&T Winter National Championships|Knoxville,TN|USA|SCY|20|91.44|BREAST|PRE|M|Michael|ANDREW|1999|196.0|86.0|22.386506|0.018443|1.586123|57.65
AT&T Winter National Championships|Knoxville,TN|USA|SCY|20|91.44|BREAST|PRE|M|Cody|MILLER|1992|181.0|79.0|24.114038|0.021129|1.669222|54.78
AT&T Winter National Championships|Knoxville,TN|USA|SCY|20|91.44|BREAST|PRE|M|Richard|FUNK|1992|178.0|70.0|22.09317|0.024591|1.721386|53.12
AT&T Winter National Championships|Knoxville,TN|USA|SCY|20|91.44|BREAST|PRE|M|Renato|PRONO|1991|183.0|78.0|23.29123|0.021303|1.661639|55.03
AT&T Winter National Championships|Knoxville,TN|USA|SCY|20|91.44|BREAST|PRE|M|Damir|DUGONJIC|1988|202.0|105.0|25.732771|0.01633|1.714607|53.33
AT&T Winter National Championships|Knoxville,TN|USA|SCY|21|91.44|BACK|PRE|F|Kathleen|BAKER|1997|173.0|68.0|22.720438|0.02531|1.721062|53.13
AT&T Winter National Championships|Knoxville,TN|USA|SCY|21|91.44|BACK|PRE|F|Missy|FRANKLIN|1995|188.0|77.0|21.785876|0.022741|1.751053|52.22
AT&T Winter National Championships|Knoxville,TN|USA|SCY|21|91.44|BACK|PRE|F|Alexus|LAIRD|1993|172.0|61.0|20.619254|0.027112|1.653825|55.29
AT&T Winter National Championships|Knoxville,TN|USA|SCY|21|91.44|BACK|PRE|F|Stephanie|AU|1992|172.0|56.0|18.929151|0.030774|1.723332|53.06
AT&T Winter National Championships|Knoxville,TN|USA|SCY|21|91.44|BACK|PRE|F|Madison|KENNEDY|1987|182.0|68.0|20.528922|0.024565|1.670442|54.74
AT&T Winter National Championships|Knoxville,TN|USA|SCY|22|91.44|BACK|PRE|M|Michael|ANDREW|1999|196.0|86.0|22.386506|0.021299|1.831731|49.92
AT&T Winter National Championships|Knoxville,TN|USA|SCY|22|91.44|BACK|PRE|M|Ryan|MURPHY|1995|191.0|90.0|24.670376|0.021915|1.97239|46.36
AT&T Winter National Championships|Knoxville,TN|USA|SCY|22|91.44|BACK|PRE|M|Grigory|TARASEVICH|1995|191.0|75.0|20.558647|0.025705|1.927894|47.43
AT&T Winter National Championships|Knoxville,TN|USA|SCY|22|91.44|BACK|PRE|M|Richard|BOHUS|1993|185.0|80.0|23.374726|0.023689|1.89513|48.25
AT&T Winter National Championships|Knoxville,TN|USA|SCY|22|91.44|BACK|PRE|M|Jacob|PEBLEY|1993|194.0|86.0|22.850462|0.022709|1.953012|46.82
AT&T Winter National Championships|Knoxville,TN|USA|SCY|22|91.44|BACK|PRE|M|Junya|KOGA|1987|181.0|74.0|22.587833|0.026157|1.935648|47.24
AT&T Winter National Championships|Knoxville,TN|USA|SCY|22|91.44|BACK|PRE|M|Nick|THOMAN|1986|185.0|84.0|24.543462|0.024131|2.027045|45.11
AT&T Winter National Championships|Knoxville,TN|USA|SCY|22|91.44|BACK|PRE|M|Matt|GREVERS|1985|203.0|113.0|27.421194|0.01766|1.995635|45.82
AT&T Winter National Championships|Knoxville,TN|USA|SCY|27|182.88|BACK|PRE|F|Kathleen|BAKER|1997|173.0|68.0|22.720438|0.022763|1.547863|118.15
AT&T Winter National Championships|Knoxville,TN|USA|SCY|27|182.88|BACK|PRE|F|Missy|FRANKLIN|1995|188.0|77.0|21.785876|0.020968|1.614549|113.27000000000001
AT&T Winter National Championships|Knoxville,TN|USA|SCY|27|182.88|BACK|PRE|F|Alexus|LAIRD|1993|172.0|61.0|20.619254|0.024578|1.499262|121.98
AT&T Winter National Championships|Knoxville,TN|USA|SCY|27|182.88|BACK|PRE|F|Stephanie|AU|1992|172.0|56.0|18.929151|0.028058|1.571269|116.39
AT&T Winter National Championships|Knoxville,TN|USA|SCY|28|182.88|BACK|PRE|M|Ryan|MURPHY|1995|191.0|90.0|24.670376|0.020016|1.801418|101.52000000000001
AT&T Winter National Championships|Knoxville,TN|USA|SCY|28|182.88|BACK|PRE|M|Grigory|TARASEVICH|1995|191.0|75.0|20.558647|0.023607|1.770549|103.28999999999999
AT&T Winter National Championships|Knoxville,TN|USA|SCY|28|182.88|BACK|PRE|M|Jacob|PEBLEY|1993|194.0|86.0|22.850462|0.020566|1.768665|103.4
AT&T Winter National Championships|Knoxville,TN|USA|SCY|28|182.88|BACK|PRE|M|Matt|GREVERS|1985|203.0|113.0|27.421194|0.015569|1.759307|103.95
AT&T Winter National Championships|Knoxville,TN|USA|SCY|29|91.44|FREE|PRE|F|Katie|LEDECKY|1997|183.0|72.0|21.499597|0.02575|1.854015|49.32
AT&T Winter National Championships|Knoxville,TN|USA|SCY|29|91.44|FREE|PRE|F|Missy|FRANKLIN|1995|188.0|77.0|21.785876|0.024643|1.897489|48.19
AT&T Winter National Championships|Knoxville,TN|USA|SCY|29|91.44|FREE|PRE|F|Farida|OSMAN|1995|173.0|64.0|21.383942|0.028604|1.830631|49.95
AT&T Winter National Championships|Knoxville,TN|USA|SCY|29|91.44|FREE|PRE|F|Kelsi|WORRELL|1994|180.0|74.0|22.839506|0.025462|1.884195|48.53
AT&T Winter National Championships|Knoxville,TN|USA|SCY|29|91.44|FREE|PRE|F|Camille|CHENG|1993|178.0|65.0|20.515086|0.028322|1.84095|49.67
AT&T Winter National Championships|Knoxville,TN|USA|SCY|29|91.44|FREE|PRE|F|Andrea|KNEPPERS|1993|175.0|67.0|21.877551|0.026903|1.802484|50.73
AT&T Winter National Championships|Knoxville,TN|USA|SCY|29|91.44|FREE|PRE|F|Patricia|CASTRO ORTEGA|1992|178.0|66.0|20.830703|0.02756|1.818978|50.27
AT&T Winter National Championships|Knoxville,TN|USA|SCY|29|91.44|FREE|PRE|F|Arianna|VANDERPOOL-WALLACE|1990|168.0|61.0|21.612812|0.031178|1.90183|48.08
AT&T Winter National Championships|Knoxville,TN|USA|SCY|29|91.44|FREE|PRE|F|Amanda|WEIR|1986|188.0|77.0|21.785876|0.024906|1.917785|47.68
AT&T Winter National Championships|Knoxville,TN|USA|SCY|29|91.44|FREE|PRE|F|Natalie|COUGHLIN|1982|172.0|65.0|21.971336|0.029566|1.921816|47.58
AT&T Winter National Championships|Knoxville,TN|USA|SCY|3|457.2|FREE|PRE|F|Katie|LEDECKY|1997|183.0|72.0|21.499597|0.023182|1.6691|273.92
AT&T Winter National Championships|Knoxville,TN|USA|SCY|3|457.2|FREE|PRE|F|Missy|FRANKLIN|1995|188.0|77.0|21.785876|0.021333|1.642654|278.33
AT&T Winter National Championships|Knoxville,TN|USA|SCY|3|457.2|FREE|PRE|F|Stephanie|AU|1992|172.0|56.0|18.929151|0.028124|1.574922|290.3
AT&T Winter National Championships|Knoxville,TN|USA|SCY|3|457.2|FREE|PRE|F|Patricia|CASTRO ORTEGA|1992|178.0|66.0|20.830703|0.023963|1.581569|289.08
AT&T Winter National Championships|Knoxville,TN|USA|SCY|30|91.44|FREE|PRE|M|Justin|PLASCHKA|1996|185.0|68.0|19.868517|0.029989|2.039251|44.84
AT&T Winter National Championships|Knoxville,TN|USA|SCY|30|91.44|FREE|PRE|M|Anze|TAVCAR|1994|187.0|79.0|22.591438|0.026252|2.07394|44.09
AT&T Winter National Championships|Knoxville,TN|USA|SCY|30|91.44|FREE|PRE|M|Richard|BOHUS|1993|185.0|80.0|23.374726|0.025877|2.070183|44.17
AT&T Winter National Championships|Knoxville,TN|USA|SCY|30|91.44|FREE|PRE|M|Tim|PHILLIPS|1990|180.0|73.0|22.530864|0.028723|2.096767|43.61
AT&T Winter National Championships|Knoxville,TN|USA|SCY|30|91.44|FREE|PRE|M|Joao|DE LUCCA|1990|193.0|96.0|25.772504|0.022406|2.151023|42.51
AT&T Winter National Championships|Knoxville,TN|USA|SCY|30|91.44|FREE|PRE|M|Karl|KRUG|1989|197.0|95.0|24.478858|0.022547|2.141954|42.69
AT&T Winter National Championships|Knoxville,TN|USA|SCY|30|91.44|FREE|PRE|M|Nathan|ADRIAN|1988|198.0|102.0|26.017753|0.021329|2.175589|42.03
AT&T Winter National Championships|Knoxville,TN|USA|SCY|30|91.44|FREE|PRE|M|Josh|SCHNEIDER|1988|193.0|99.0|26.577895|0.021738|2.152036|42.49
AT&T Winter National Championships|Knoxville,TN|USA|SCY|30|91.44|FREE|PRE|M|Junya|KOGA|1987|181.0|74.0|22.587833|0.027539|2.037887|44.87
AT&T Winter National Championships|Knoxville,TN|USA|SCY|30|91.44|FREE|PRE|M|Matt|GREVERS|1985|203.0|113.0|27.421194|0.01896|2.142455|42.68
AT&T Winter National Championships|Knoxville,TN|USA|SCY|30|91.44|FREE|PRE|M|Cullen|JONES|1984|195.0|90.0|23.668639|0.023694|2.132463|42.88
AT&T Winter National Championships|Knoxville,TN|USA|SCY|30|91.44|FREE|PRE|M|Darian|TOWNSEND|1984|193.0|88.0|23.624795|0.024501|2.156095|42.41
AT&T Winter National Championships|Knoxville,TN|USA|SCY|31|182.88|BREAST|PRE|F|Molly|HANNIS|1992|171.0|70.0|23.93899|0.019837|1.38861|131.7
AT&T Winter National Championships|Knoxville,TN|USA|SCY|31|182.88|BREAST|PRE|F|Katie|MEILI|1991|170.0|59.0|20.415225|0.023498|1.3864|131.91
AT&T Winter National Championships|Knoxville,TN|USA|SCY|31|182.88|BREAST|PRE|F|Micah|LAWRENCE|1990|183.0|66.0|19.707964|0.021218|1.400414|130.59
AT&T Winter National Championships|Knoxville,TN|USA|SCY|31|182.88|BREAST|PRE|F|Alia|ATKINSON|1988|173.0|71.0|23.722811|0.020503|1.455703|125.63
AT&T Winter National Championships|Knoxville,TN|USA|SCY|32|182.88|BREAST|PRE|M|Michael|ANDREW|1999|196.0|86.0|22.386506|0.016828|1.447179|126.37
AT&T Winter National Championships|Knoxville,TN|USA|SCY|32|182.88|BREAST|PRE|M|Josh|PRENOT|1993|181.0|75.0|22.893074|0.020843|1.563211|116.99000000000001
AT&T Winter National Championships|Knoxville,TN|USA|SCY|32|182.88|BREAST|PRE|M|Cody|MILLER|1992|181.0|79.0|24.114038|0.019771|1.561875|117.09
AT&T Winter National Championships|Knoxville,TN|USA|SCY|32|182.88|BREAST|PRE|M|Richard|FUNK|1992|178.0|70.0|22.09317|0.02254|1.577776|115.91
AT&T Winter National Championships|Knoxville,TN|USA|SCY|33|182.88|FLY|PRE|F|Gia|DALESANDRO|1995|167.0|56.0|20.079601|0.027683|1.550225|117.97
AT&T Winter National Championships|Knoxville,TN|USA|SCY|33|182.88|FLY|PRE|F|Kelsi|WORRELL|1994|180.0|74.0|22.839506|0.021524|1.592754|114.82
AT&T Winter National Championships|Knoxville,TN|USA|SCY|33|182.88|FLY|PRE|F|Caitlin|LEVERENZ|1991|172.0|72.0|24.33748|0.021734|1.564816|116.87
AT&T Winter National Championships|Knoxville,TN|USA|SCY|34|182.88|FLY|PRE|M|Justin|PLASCHKA|1996|185.0|68.0|19.868517|0.024651|1.67626|109.1
AT&T Winter National Championships|Knoxville,TN|USA|SCY|34|182.88|FLY|PRE|M|Josh|PRENOT|1993|181.0|75.0|22.893074|0.02301|1.725771|105.97
AT&T Winter National Championships|Knoxville,TN|USA|SCY|34|182.88|FLY|PRE|M|Dylan|BOSCH|1993|178.0|75.0|23.671254|0.023685|1.776396|102.95
AT&T Winter National Championships|Knoxville,TN|USA|SCY|4|457.2|FREE|PRE|M|Stephen|MILNE|1994|186.0|76.0|21.967858|0.023092|1.755019|260.51
AT&T Winter National Championships|Knoxville,TN|USA|SCY|4|457.2|FREE|PRE|M|Jordan|WILIMOVSKY|1994|178.0|68.0|21.461937|0.025046|1.70311|268.45
AT&T Winter National Championships|Knoxville,TN|USA|SCY|4|457.2|FREE|PRE|M|Jeremy|BAGSHAW|1992|182.0|78.0|23.547881|0.02255|1.758867|259.94
AT&T Winter National Championships|Knoxville,TN|USA|SCY|4|457.2|FREE|PRE|M|Sean|RYAN|1992|191.0|77.0|21.106878|0.022235|1.712103|267.04
AT&T Winter National Championships|Knoxville,TN|USA|SCY|4|457.2|FREE|PRE|M|Ryan|FEELEY|1991|192.0|91.0|24.68533|0.019054|1.73392|263.68
AT&T Winter National Championships|Knoxville,TN|USA|SCY|4|457.2|FREE|PRE|M|Connor|JAEGER|1991|186.0|77.0|22.256908|0.023276|1.792238|255.1
AT&T Winter National Championships|Knoxville,TN|USA|SCY|4|457.2|FREE|PRE|M|Michael|KLUEH|1987|190.0|81.0|22.437673|0.021813|1.766888|258.76
AT&T Winter National Championships|Knoxville,TN|USA|SCY|5|182.88|MEDLEY|PRE|F|Kathleen|BAKER|1997|173.0|68.0|22.720438|0.023127|1.57262|116.28999999999999
AT&T Winter National Championships|Knoxville,TN|USA|SCY|5|182.88|MEDLEY|PRE|F|Gia|DALESANDRO|1995|167.0|56.0|20.079601|0.026709|1.495706|122.27
AT&T Winter National Championships|Knoxville,TN|USA|SCY|5|182.88|MEDLEY|PRE|F|Caitlin|LEVERENZ|1991|172.0|72.0|24.33748|0.021604|1.555499|117.57
AT&T Winter National Championships|Knoxville,TN|USA|SCY|5|182.88|MEDLEY|PRE|F|Katie|MEILI|1991|170.0|59.0|20.415225|0.02638|1.556426|117.5
AT&T Winter National Championships|Knoxville,TN|USA|SCY|5|182.88|MEDLEY|PRE|F|Alia|ATKINSON|1988|173.0|71.0|23.722811|0.021773|1.5459|118.3
AT&T Winter National Championships|Knoxville,TN|USA|SCY|6|182.88|MEDLEY|PRE|M|Michael|ANDREW|1999|196.0|86.0|22.386506|0.018575|1.597484|114.47999999999999
AT&T Winter National Championships|Knoxville,TN|USA|SCY|6|182.88|MEDLEY|PRE|M|Ryan|MURPHY|1995|191.0|90.0|24.670376|0.01904|1.713643|106.72
AT&T Winter National Championships|Knoxville,TN|USA|SCY|6|182.88|MEDLEY|PRE|M|Jacob|PEBLEY|1993|194.0|86.0|22.850462|0.019605|1.685996|108.47
AT&T Winter National Championships|Knoxville,TN|USA|SCY|6|182.88|MEDLEY|PRE|M|Josh|PRENOT|1993|181.0|75.0|22.893074|0.023021|1.726586|105.92
AT&T Winter National Championships|Knoxville,TN|USA|SCY|6|182.88|MEDLEY|PRE|M|Dylan|BOSCH|1993|178.0|75.0|23.671254|0.02341|1.75576|104.16
AT&T Winter National Championships|Knoxville,TN|USA|SCY|6|182.88|MEDLEY|PRE|M|Cody|MILLER|1992|181.0|79.0|24.114038|0.021639|1.709478|106.97999999999999
